key,zh,en
AICfg.HintCacheTypeK,KV Cache K 类型,KV cache K type
AICfg.HintCacheTypeV,KV Cache V 类型,KV cache V type
AICfg.EnableCpuMoe,MoE 使用 CPU 异构推理,Offload MoE layers to CPU
AICfg.HintCpuMoeLayers,前 N 层使用 CPU-MoE（0=全量或关闭）,First N layers use CPU-MoE (0 = all or off)
AICfg.AutoFitVram,自动贴合显存,Auto-fit to VRAM
AICfg.HintAutoFitContext,AutoFit 最小上下文,AutoFit minimum context
AICfg.SkipWarmup,跳过 warmup 加速启动,Skip warmup for faster startup
AICfg.ZhipuTitle,智谱AI 云端模型配置,ZhipuAI Cloud Model
AICfg.ZhipuDesc,智谱AI免费在线模型 (glm-4-flash)，通过OpenAI兼容接口调用,ZhipuAI free online model (glm-4-flash) via the OpenAI-compatible API
AICfg.HintZhipuApiKey,API密钥 (在 open.bigmodel.cn 获取),API key (get one at open.bigmodel.cn)
AICfg.HintApiUrl,API地址,API URL
AICfg.HintDefaultModel,默认模型,Default model
AICfg.HintTemperatureParam,温度参数,Temperature
AICfg.EnableStreaming,启用流式响应,Enable streaming responses
AICfg.OllamaTitle,Ollama 本地模型配置,Ollama Local Models
AICfg.StatusChecking,检查中...,Checking...
AICfg.HintServerAddr,服务器地址,Server address
AICfg.EnableGpu,启用GPU加速,Enable GPU acceleration
AICfg.EnableVerboseLog,启用详细日志,Enable verbose logging
AICfg.RefreshModelList,刷新模型列表,Refresh Model List
AICfg.ModelManagement,模型管理,Model Management
AICfg.HintModelNameExample,"模型名称 (例如: llama2, qwq:latest)","Model name (e.g. llama2, qwq:latest)"
AICfg.PullModel,下载模型,Pull Model
AICfg.ColModelName,模型名称,Model Name
AICfg.ColSize,大小,Size
AICfg.ColModifiedAt,修改时间,Modified
AICfg.ColActions,操作,Actions
AICfg.DeepSeekTitle,DeepSeek 云端模型配置,DeepSeek Cloud Model
AICfg.HintDeepSeekApiKey,API密钥 (sk-...),API key (sk-...)
AICfg.HintModel,模型,Model
AICfg.EnableThinkingChain,启用思维链,Enable thinking chain
AICfg.MiMoTitle,小米米模云端模型配置,Xiaomi MiMo Cloud Model
AICfg.MiMoDesc,小米米模 OpenAI 兼容接口配置，支持 mimo-v2.5-pro,"Xiaomi MiMo OpenAI-compatible API, supports mimo-v2.5-pro"
AICfg.HintApiKey,API密钥,API key
AICfg.McpTitle,MCP 协议模型配置,MCP Protocol Models
AICfg.HintConnectionType,连接类型,Connection type
AICfg.HintAuthType,认证类型,Authentication type
AICfg.HintConnectTimeout,连接超时(秒),Connect timeout (seconds)
AICfg.AutoReconnect,自动重连,Auto reconnect
AICfg.EnableCompression,启用压缩,Enable compression
AICfg.StatusReady,就绪,Ready
AICfg.CurrentProviderLabel,当前提供者: ,Current provider: 
AICfg.ServiceNotInit,应用服务尚未初始化，暂时无法打开 AI 模型配置。,Application services are not initialized yet. The AI model configuration cannot be opened right now.
AICfg.InitFailed,AI 模型配置界面初始化失败：模型列表控件未正确加载。,Failed to initialize the AI model configuration view: the model list control was not loaded correctly.
AICfg.LoadFailedFmt,加载失败: {0},Loading failed: {0}
AICfg.ConfigLoaded,配置加载完成,Configuration loaded
AICfg.LoadConfigFailedFmt,加载配置失败: {0},Failed to load configuration: {0}
AICfg.StatusOffline,离线,Offline
AICfg.StatusNoApiKey,未配置API密钥,API key not configured
AICfg.StatusConfiguredNotTested,已配置，未测试,"Configured, not tested"
AICfg.StatusOnline,在线,Online
AICfg.StatusOnlineFmt,在线 (v{0}),Online (v{0})
AICfg.StatusNotConnected,服务未接入,Service not connected
AICfg.OllamaModelsLoadedFmt,已加载 {0} 个Ollama模型,Loaded {0} Ollama models
AICfg.LoadModelsFailedFmt,加载模型列表失败: {0},Failed to load model list: {0}
AICfg.NoGgufModels,未在 GGUF 目录中发现可用模型,No models found in the GGUF directory
AICfg.GgufModelsScannedFmt,已扫描 {0} 个 GGUF 模型,Scanned {0} GGUF models
AICfg.ScanGgufFailedFmt,扫描 GGUF 模型失败: {0},Failed to scan GGUF models: {0}
AICfg.NoRwkvModels,未在 rwkv_models 目录中发现 RWKV 模型,No RWKV models found in the rwkv_models directory
AICfg.RwkvModelsScannedFmt,已扫描 {0} 个 RWKV 模型,Scanned {0} RWKV models
AICfg.RwkvModelsScannedWithPthFmt,已扫描 {0} 个 RWKV 模型（包含 {1} 个 .pth 原始权重）,Scanned {0} RWKV models ({1} raw .pth weights included)
AICfg.ScanRwkvFailedFmt,扫描 RWKV 模型失败: {0},Failed to scan RWKV models: {0}
AICfg.RwkvStatusRefreshed,RWKV 状态已刷新,RWKV status refreshed
AICfg.StartingRwkv,正在启动 RWKV 推理服务...,Starting RWKV inference service...
AICfg.StoppingRwkv,正在停止 RWKV 推理服务...,Stopping RWKV inference service...
AICfg.LlamaStatusRefreshed,llama.cpp 状态已刷新,llama.cpp status refreshed
AICfg.StartingLlama,正在启动 llama.cpp 推理服务...,Starting llama.cpp inference service...
AICfg.StoppingLlama,正在停止 llama.cpp 推理服务...,Stopping llama.cpp inference service...
AICfg.Unknown,未知,Unknown
AICfg.EnterModelName,请输入模型名称,Please enter a model name
AICfg.DownloadingModelFmt,正在下载模型: {0},Downloading model: {0}
AICfg.ModelDownloadSuccessFmt,模型下载成功: {0},Model downloaded successfully: {0}
AICfg.ModelDownloadFailedFmt,模型下载失败: {0},Model download failed: {0}
AICfg.DownloadModelFailedFmt,下载模型失败: {0},Failed to download model: {0}
AICfg.DeleteModelConfirmFmt,确定要删除模型 '{0}' 吗？,Delete model '{0}'?
AICfg.ConfirmDeleteTitle,确认删除,Confirm Deletion
AICfg.ModelDeleteSuccessFmt,模型删除成功: {0},Model deleted successfully: {0}
AICfg.ModelDeleteFailedFmt,模型删除失败: {0},Failed to delete model: {0}
AICfg.DeleteModelFailedFmt,删除模型失败: {0},Failed to delete model: {0}
AICfg.TestingConnection,正在测试连接...,Testing connection...
AICfg.ConnectionTestDone,连接测试完成,Connection test completed
AICfg.SavingConfig,正在保存配置...,Saving configuration...
AICfg.ConfigSavedStatus,配置保存成功，已立即生效,Configuration saved and applied immediately
AICfg.ConfigSavedMsgFmt,配置已保存到用户配置文件：\n{0}\n\n配置已热重载，无需重启应用即可生效。,Configuration saved to the user config file:\n{0}\n\nHot-reloaded. No restart required.
AICfg.SaveSuccessTitle,保存成功,Saved Successfully
AICfg.SaveConfigFailedFmt,保存配置失败：{0},Failed to save configuration: {0}
AICfg.InvalidConfigDir,用户配置文件目录无效。,The user configuration directory is invalid.
AICfg.WriteConfigFailedFmt,无法写入配置文件：{0},Unable to write configuration file: {0}
AMC.Title,AI模型配置,AI Model Configuration
AMC.Subtitle,为不同功能选择最适合的AI模型,Pick the best AI model for each feature
AMC.TestConnection,测试连接,Test Connection
AMC.SaveConfig,保存配置,Save Configuration
AMC.GlobalSettings,🌐 全局设置,🌐 Global Settings
AMC.DefaultModel,默认AI模型,Default AI model
AMC.HintSelectModel,选择默认模型,Select default model
AMC.ApiKey,API密钥,API key
AMC.HintEnterApiKey,输入API密钥,Enter API key
AMC.RequestTimeout,请求超时时间,Request timeout
AMC.SecondsFmt,{0}秒,{0}s
AMC.EnableCache,启用智能缓存,Enable smart caching
AMC.EnableVerboseLog,启用详细日志,Enable verbose logging
AMC.FeatureConfig,🎯 功能特定配置,🎯 Feature-Specific Configuration
AMC.DialogueGen,💬 对话生成,💬 Dialogue Generation
AMC.RecommendedModel,推荐模型,Recommended model
AMC.HintSelectDialogueModel,选择对话生成模型,Select dialogue model
AMC.ModelDeepSeekRecommended,DeepSeek-V3 (推荐),DeepSeek-V3 (recommended)
AMC.ModelGpt4Recommended,GPT-4 (推荐),GPT-4 (recommended)
AMC.ModelClaude3Recommended,Claude-3 (推荐),Claude-3 (recommended)
AMC.Creativity,创造性,Creativity
AMC.CreativityBalance,0.7 (平衡),0.7 (balanced)
AMC.MaxLength,最大长度,Max length
AMC.Characters800,800字符,800 chars
AMC.WorldAnalysis,🌍 世界设定分析,🌍 Worldbuilding Analysis
AMC.AnalysisModel,分析模型,Analysis model
AMC.HintSelectAnalysisModel,选择分析模型,Select analysis model
AMC.AnalysisDepth,分析深度,Analysis depth
AMC.QuickAnalysis,快速分析,Quick analysis
AMC.StandardAnalysis,标准分析,Standard analysis
AMC.DeepAnalysis,深度分析,Deep analysis
AMC.EnableConsistencyCheck,启用一致性检查,Enable consistency check
AMC.EnableLogicValidation,启用逻辑验证,Enable logic validation
AMC.GenerateSuggestions,生成改进建议,Generate improvement suggestions
AMC.FactionAnalysis,⚔️ 势力关系分析,⚔️ Faction Analysis
AMC.FactionModel,关系分析模型,Faction analysis model
AMC.HintSelectFactionModel,选择关系分析模型,Select faction analysis model
AMC.PredictionRange,预测范围,Prediction range
AMC.RangeShort,短期 (1-3章),Short term (1-3 chapters)
AMC.RangeMedium,中期 (3-10章),Medium term (3-10 chapters)
AMC.RangeLong,长期 (10+章),Long term (10+ chapters)
AMC.ConflictPrediction,冲突预测,Conflict prediction
AMC.AllianceAnalysis,联盟分析,Alliance analysis
AMC.PowerBalance,权力平衡,Power balance
AMC.PerformanceMonitor,📊 性能监控,📊 Performance Monitoring
AMC.AvgResponseTime,平均响应时间,Avg response time
AMC.SuccessRate,成功率,Success rate
AMC.CacheHitRate,缓存命中率,Cache hit rate
AMC.TodayRequests,今日请求数,Requests today
AMC.StatusAllNormal,配置已保存，所有模型连接正常,Configuration saved. All models are connected
AMC.ResetDefaults,重置默认,Reset Defaults
AMC.ExportConfig,导出配置,Export Config
AMC.ImportConfig,导入配置,Import Config
AMC.ConfigServiceInitFailedFmt,配置服务初始化失败，使用默认服务: {0},Failed to initialize the configuration service. Using the default service: {0}
AMC.TestingConnection,正在测试连接...,Testing connection...
AMC.TestSuccessStatus,连接测试成功，所有模型响应正常,Connection test passed. All models are responding
AMC.TestSuccessMsg,连接测试成功！,Connection test passed!
AMC.TestResultTitle,测试结果,Test Result
AMC.TestFailStatus,连接测试失败，请检查配置,Connection test failed. Please check the configuration
AMC.TestFailMsg,连接测试失败，请检查API密钥和网络连接,Connection test failed. Please check the API key and network connection
AMC.TestErrorStatus,连接测试出现错误,An error occurred during the connection test
AMC.TestErrorFmt,测试过程中发生错误: {0},An error occurred during the test: {0}
AMC.SavingConfig,正在保存配置...,Saving configuration...
AMC.ConfigSaved,配置已保存,Configuration saved
AMC.SaveSuccessMsg,配置保存成功！,Configuration saved successfully!
AMC.SaveResultTitle,保存结果,Save Result
AMC.SaveFailStatus,保存配置失败,Failed to save configuration
AMC.SaveFailFmt,保存配置失败: {0},Failed to save configuration: {0}
AMC.ResetConfirmMsg,确定要重置为默认配置吗？这将覆盖当前所有设置。,Reset to default configuration? This will overwrite all current settings.
AMC.ResetConfirmTitle,确认重置,Confirm Reset
AMC.ResetDone,已重置为默认配置,Reset to default configuration
AMC.ExportDialogTitle,导出AI模型配置,Export AI Model Configuration
AMC.FilterJson,JSON文件,JSON Files
AMC.Exporting,正在导出配置...,Exporting configuration...
AMC.ExportedToStatusFmt,配置已导出到 {0},Configuration exported to {0}
AMC.ExportedMsgFmt,配置已导出到：{0},Configuration exported to: {0}
AMC.ExportSuccessTitle,导出成功,Export Successful
AMC.ExportFailStatus,导出配置失败,Failed to export configuration
AMC.ExportFailFmt,导出配置失败: {0},Failed to export configuration: {0}
AMC.ImportDialogTitle,导入AI模型配置,Import AI Model Configuration
AMC.FilterAllFiles,所有文件,All Files
AMC.Importing,正在导入配置...,Importing configuration...
AMC.ImportedAppliedFmt,已导入并应用配置: {0},Configuration imported and applied: {0}
AMC.ImportSuccessMsg,配置导入成功，已自动应用并保存到本地。,"Configuration imported, applied, and saved locally."
AMC.ImportSuccessTitle,导入成功,Import Successful
AMC.ImportFailStatus,导入配置失败,Failed to import configuration
AMC.ImportFailFmt,导入配置失败: {0},Failed to import configuration: {0}
DG.Title,AI对话生成器,AI Dialogue Generator
DG.Subtitle,智能生成角色对话，支持多种风格和情感表达,Generate character dialogue intelligently with multiple styles and emotions
DG.SaveTemplate,保存模板,Save Template
DG.LoadTemplate,加载模板,Load Template
DG.Help,帮助,Help
DG.Params,对话生成参数,Dialogue Generation Parameters
DG.CharacterSettings,角色设置,Character Settings
DG.Characters,参与角色,Characters
DG.HintCharacterNames,输入角色名称，用逗号分隔,"Enter character names, separated by commas"
DG.Relationship,角色关系,Relationship
DG.HintSelectRelationship,选择角色关系,Select relationship
DG.RelFriend,朋友,Friends
DG.RelLover,恋人,Lovers
DG.RelEnemy,敌人,Enemies
DG.RelMentor,师徒,Master & Apprentice
DG.RelHierarchy,上下级,Superior & Subordinate
DG.RelStranger,陌生人,Strangers
DG.RelFamily,家人,Family
DG.SelectFromLibrary,从角色库选择,Select from Character Library
DG.SituationSettings,情境设置,Situation Settings
DG.Scene,对话场景,Scene
DG.HintScene,描述对话发生的场景和背景,Describe the scene and background of the dialogue
DG.SceneDefault,在修炼室中讨论修炼心得,Discussing cultivation insights in the training room
DG.Purpose,对话目的,Purpose
DG.HintSelectPurpose,选择对话目的,Select purpose
DG.PurposePlot,推进剧情,Advance the plot
DG.PurposeCharacter,角色发展,Character development
DG.PurposeInfo,信息传递,Convey information
DG.PurposeEmotion,情感表达,Express emotion
DG.PurposeConflict,冲突展现,Show conflict
DG.PurposeAtmosphere,氛围营造,Build atmosphere
DG.StyleSettings,风格设置,Style Settings
DG.EmotionTone,情感基调,Emotional tone
DG.HintSelectEmotion,选择情感基调,Select emotional tone
DG.EmotionCalm,平静,Calm
DG.EmotionHappy,高兴,Happy
DG.EmotionAngry,愤怒,Angry
DG.EmotionSad,悲伤,Sad
DG.EmotionTense,紧张,Tense
DG.EmotionExcited,兴奋,Excited
DG.EmotionFear,恐惧,Fearful
